-s -t -ip 169.254.94.177 -p 
Nummber of Iterations: 500
4 bytes:
AvrageDelay (ns)	HighestDelay (ns)	LowestDelay (ns)
55216	181539	46186

512 bytes:
AvrageDelay (ns)	HighestDelay (ns)	LowestDelay (ns)
57076	160691	45545

1024 bytes:
AvrageDelay (ns)	HighestDelay (ns)	LowestDelay (ns)
53704	103599	46507

1500 bytes:
AvrageDelay (ns)	HighestDelay (ns)	LowestDelay (ns)
54698	114184	45866

2048 bytes:
AvrageDelay (ns)	HighestDelay (ns)	LowestDelay (ns)
53131	127975	45866

