"(PDH-TSV 4.0) (W. Europe Daylight Time)(-120)"	"\\DESKTOP-AUKC413\Network Interface(Intel[R] Ethernet Connection [3] I218-V)\Bytes Sent/sec"	"\\DESKTOP-AUKC413\Network Interface(Intel[R] Ethernet Connection [3] I218-V)\Packets/sec"	"\\DESKTOP-AUKC413\Network Interface(Intel[R] Ethernet Connection [3] I218-V)\Current Bandwidth"	"\\DESKTOP-AUKC413\Processor(_Total)\% User Time"	"\\DESKTOP-AUKC413\IPv4\Fragments Created/sec"	"Generate a report detailing the status of local hardware resources, system response times, and processes on the local computer. Use this information to identify possible causes of performance issues. Membership in the local Administrators group, or equivalent, is the minimum required to run this Data Collector Set."
"05/29/2017 16:00:11.751"	" "	" "	"1000000000"	" "	" "	" "
"05/29/2017 16:00:12.755"	"0"	"0"	"1000000000"	"1.9452387499630248"	"0"	" "
"05/29/2017 16:00:13.745"	"0"	"0"	"1000000000"	"0.78902433568190744"	"0"	" "
"05/29/2017 16:00:14.750"	"0"	"0"	"1000000000"	"1.9436791615763911"	"0"	" "
"05/29/2017 16:00:15.740"	"0"	"0"	"1000000000"	"5.5264354862490155"	"0"	" "
"05/29/2017 16:00:16.742"	"87165984.001343399"	"58069.896378625519"	"1000000000"	"7.7916176854412491"	"58010.061348869072"	" "
"05/29/2017 16:00:17.748"	"96334186.415678844"	"64177.94578068921"	"1000000000"	"0.77664812685395224"	"64175.957493131718"	" "
"05/29/2017 16:00:18.752"	"102090440.92569347"	"68013.017969375564"	"1000000000"	"1.9456164185149789"	"68032.942101660941"	" "
"05/29/2017 16:00:19.739"	"104425096.02170089"	"69567.868741590122"	"1000000000"	"1.1875044460356157"	"69586.108874978061"	" "
"05/29/2017 16:00:20.742"	"104987784.00434029"	"69944.915777434391"	"1000000000"	"0"	"69944.915777434391"	" "
"05/29/2017 16:00:21.745"	"104920094.16592374"	"69899.609957330656"	"1000000000"	"0"	"69884.655610071801"	" "
"05/29/2017 16:00:22.748"	"105027136.45551899"	"69969.257355941489"	"1000000000"	"0"	"69972.248389898479"	" "
"05/29/2017 16:00:23.751"	"105177556.50954504"	"70070.684082270163"	"1000000000"	"0"	"70059.71637555382"	" "
"05/29/2017 16:00:24.754"	"104960060.85213229"	"69924.244741137096"	"1000000000"	"1.1692585223927954"	"69940.208724982556"	" "
"05/29/2017 16:00:25.741"	"99300818.029341131"	"66154.308002635356"	"1000000000"	"0.3956678513134872"	"66108.728349884477"	" "
"05/29/2017 16:00:26.746"	"102305578.40748416"	"68157.438410203846"	"1000000000"	"0"	"68185.291879108714"	" "
"05/29/2017 16:00:27.749"	"102064921.65522397"	"67996.299207718679"	"1000000000"	"0"	"68003.278197681488"	" "
"05/29/2017 16:00:28.753"	"102516611.92435953"	"68297.09098469025"	"1000000000"	"0.38893567949939678"	"68289.125612677002"	" "
"05/29/2017 16:00:29.740"	"101932349.55334166"	"67907.014602667085"	"1000000000"	"0.39573804050403466"	"67909.040770490523"	" "
"05/29/2017 16:00:30.744"	"102846326.56549905"	"68516.725109762177"	"1000000000"	"0"	"68506.761069696193"	" "
"05/29/2017 16:00:31.748"	"101683527.02998234"	"67743.465709129334"	"1000000000"	"0"	"67724.530426327226"	" "
"05/29/2017 16:00:32.751"	"103064602.09408353"	"68662.061849718739"	"1000000000"	"0"	"68686.97659994362"	" "
"05/29/2017 16:00:33.755"	"101426802.29962848"	"67570.259941791068"	"1000000000"	"1.1667240132406866"	"67575.238079909876"	" "
"05/29/2017 16:00:34.741"	"103105627.37223692"	"68689.306282158796"	"1000000000"	"4.7540307588579127"	"68706.54731933336"	" "
"05/29/2017 16:00:35.743"	"105104954.47471172"	"70022.182418625016"	"1000000000"	"0"	"69999.228579769362"	" "
"05/29/2017 16:00:36.745"	"105448397.5766363"	"70249.868317662666"	"1000000000"	"0"	"70249.868317662666"	" "
"05/29/2017 16:00:37.749"	"105361020.57768251"	"70194.389183423817"	"1000000000"	"0"	"70210.338375774285"	" "
"05/29/2017 16:00:38.752"	"97605988.697109863"	"65034.245374015743"	"1000000000"	"0.38922377646905021"	"64986.421680386535"	" "
"05/29/2017 16:00:39.742"	"93097661.570137531"	"62024.834629679099"	"1000000000"	"0.39483367569502226"	"62022.813091492877"	" "
"05/29/2017 16:00:40.747"	"102251253.38416123"	"68120.718979485566"	"1000000000"	"0"	"68143.598643857549"	" "
"05/29/2017 16:00:41.750"	"102609859.35928647"	"68360.24330734738"	"1000000000"	"0.38930046607025487"	"68354.263579976192"	" "
"05/29/2017 16:00:42.754"	"102623386.88168198"	"68368.838494400334"	"1000000000"	"0"	"68367.84228523956"	" "
"05/29/2017 16:00:43.743"	"102335254.38937943"	"68176.533969866854"	"1000000000"	"0.39513649217965979"	"68185.637526278908"	" "
"05/29/2017 16:00:44.747"	"102307168.64106667"	"68158.533273400244"	"1000000000"	"0"	"68147.576751077737"	" "
"05/29/2017 16:00:45.750"	"102382731.54201461"	"68208.086478061829"	"1000000000"	"0"	"68211.077404897078"	" "
"05/29/2017 16:00:46.753"	"103204346.72704189"	"68756.077761809109"	"1000000000"	"0.389301203243891"	"68731.16216738036"	" "
"05/29/2017 16:00:47.741"	"102281953.36461949"	"68141.299346877888"	"1000000000"	"0.79059067065566246"	"68174.694503608363"	" "
"05/29/2017 16:00:48.744"	"102203653.33568262"	"68090.186669907038"	"1000000000"	"0.38944957832808758"	"68086.198724102316"	" "
"05/29/2017 16:00:49.748"	"103120724.01362218"	"68700.503227179914"	"1000000000"	"0"	"68687.547449389924"	" "
