"(PDH-TSV 4.0) (W. Europe Daylight Time)(-120)"	"\\DESKTOP-AUKC413\Network Interface(Intel[R] Ethernet Connection [3] I218-V)\Bytes Sent/sec"	"\\DESKTOP-AUKC413\Network Interface(Intel[R] Ethernet Connection [3] I218-V)\Packets/sec"	"\\DESKTOP-AUKC413\Network Interface(Intel[R] Ethernet Connection [3] I218-V)\Current Bandwidth"	"\\DESKTOP-AUKC413\Processor(_Total)\% User Time"	"\\DESKTOP-AUKC413\IPv4\Fragments Created/sec"	"Generate a report detailing the status of local hardware resources, system response times, and processes on the local computer. Use this information to identify possible causes of performance issues. Membership in the local Administrators group, or equivalent, is the minimum required to run this Data Collector Set."
"05/29/2017 13:40:14.041"	"122450060.12976749"	"91006.415203047203"	"1000000000"	"5.0644913248621464"	"0"	" "
"05/29/2017 13:40:15.044"	"122458559.4457683"	"93208.901627891813"	"1000000000"	"5.4538810840006891"	"0"	" "
"05/29/2017 13:40:16.047"	"122481664.94640972"	"93324.085499273555"	"1000000000"	"2.3374480064298644"	"0"	" "
"05/29/2017 13:40:17.049"	"122362523.2890868"	"90862.689638009746"	"1000000000"	"7.0122181387496196"	"0"	" "
"05/29/2017 13:40:18.052"	"122454034.28525421"	"89920.887545781676"	"1000000000"	"6.2329951426518173"	"0"	" "
"05/29/2017 13:40:19.040"	"122468151.39525728"	"93276.050300511924"	"1000000000"	"4.7458761753067433"	"0"	" "
"05/29/2017 13:40:20.042"	"122436670.45378834"	"90729.449121368147"	"1000000000"	"4.674898810256952"	"0"	" "
"05/29/2017 13:40:21.045"	"122453309.76666592"	"91879.160716901824"	"1000000000"	"7.0121370181296845"	"0"	" "
"05/29/2017 13:40:22.048"	"122467235.64497386"	"92801.769028807583"	"1000000000"	"5.4540453483363507"	"0"	" "
"05/29/2017 13:40:23.050"	"122444927.56061524"	"92923.451647449663"	"1000000000"	"6.6226540640550322"	"0"	" "
"05/29/2017 13:40:24.038"	"122452281.63064618"	"91636.043369914929"	"1000000000"	"4.7457925701390176"	"0"	" "
"05/29/2017 13:40:25.041"	"122446746.25936955"	"92383.439389529027"	"1000000000"	"5.8435276781148096"	"0"	" "
"05/29/2017 13:40:26.043"	"90479585.502844274"	"68625.613788520699"	"1000000000"	"6.6271099736078032"	"0"	" "
"05/29/2017 13:40:27.047"	"0"	"0"	"1000000000"	"7.0055983012601057"	"0"	" "
"05/29/2017 13:40:28.050"	"0"	"0"	"1000000000"	"4.2816719294737027"	"0"	" "
"05/29/2017 13:40:29.040"	"0"	"0"	"1000000000"	"2.762863689516351"	"0"	" "
"05/29/2017 13:40:30.044"	"0"	"0"	"1000000000"	"5.8328219948928544"	"0"	" "
