-s -t -ip 169.254.94.177 -p 
Nummber of Iterations: 100000
4 bytes:
AvrageDelay (ns)	HighestDelay (ns)	LowestDelay (ns)
73822	189237	55488

512 bytes:
AvrageDelay (ns)	HighestDelay (ns)	LowestDelay (ns)
73700	170954	59337

1024 bytes:
AvrageDelay (ns)	HighestDelay (ns)	LowestDelay (ns)
73747	147861	59337

1500 bytes:
AvrageDelay (ns)	HighestDelay (ns)	LowestDelay (ns)
73723	169351	59016

2048 bytes:
AvrageDelay (ns)	HighestDelay (ns)	LowestDelay (ns)
73738	151389	59337

