-s -t -ip 169.254.94.177 -p 
Nummber of Iterations: 1000
4 bytes:
AvrageDelay (ns)	HighestDelay (ns)	LowestDelay (ns)
76565	157162	59337

512 bytes:
AvrageDelay (ns)	HighestDelay (ns)	LowestDelay (ns)
73714	123485	59657

1024 bytes:
AvrageDelay (ns)	HighestDelay (ns)	LowestDelay (ns)
73267	108089	57733

1500 bytes:
AvrageDelay (ns)	HighestDelay (ns)	LowestDelay (ns)
73043	104561	58695

2048 bytes:
AvrageDelay (ns)	HighestDelay (ns)	LowestDelay (ns)
73831	108089	59337

