-s -tn -ip 169.254.94.177 -p 
Nummber of Iterations: 100000
4 bytes:
AvrageDelay (ns)	HighestDelay (ns)	LowestDelay (ns)
50578	141446	44262

512 bytes:
AvrageDelay (ns)	HighestDelay (ns)	LowestDelay (ns)
50519	108090	42979

1024 bytes:
AvrageDelay (ns)	HighestDelay (ns)	LowestDelay (ns)
51741	190840	41376

1500 bytes:
AvrageDelay (ns)	HighestDelay (ns)	LowestDelay (ns)
53711	127013	46828

2048 bytes:
AvrageDelay (ns)	HighestDelay (ns)	LowestDelay (ns)
53716	131183	46828

